id,category,subcategory,name,brand,specification,unit,price_range_inr,description,image_url
MAT01427,Plumbing,Sanitaryware,Floor Mounted Toilet,Kohler,Black Matte,piece,Rs.3150 - Rs.5850,"Kohler Floor Mounted Toilet, Black Matte finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Floor+Mounted+Toilet
MAT01428,Plumbing,Sanitaryware,Floor Mounted Toilet,Roca,Black Matte,piece,Rs.3150 - Rs.5850,"Roca Floor Mounted Toilet, Black Matte finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Floor+Mounted+Toilet
MAT01429,Plumbing,Sanitaryware,Floor Mounted Toilet,Johnson Bathrooms,Black Matte,piece,Rs.3150 - Rs.5850,"Johnson Bathrooms Floor Mounted Toilet, Black Matte finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Johnson+Bathrooms+Floor+Mounted+Toilet
MAT01430,Plumbing,Sanitaryware,Floor Mounted Toilet,Somany,Black Matte,piece,Rs.3150 - Rs.5850,"Somany Floor Mounted Toilet, Black Matte finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Somany+Floor+Mounted+Toilet
MAT01431,Plumbing,Sanitaryware,One Piece Toilet,Cera,White,piece,Rs.3150 - Rs.5850,"Cera One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+One+Piece+Toilet
MAT01432,Plumbing,Sanitaryware,One Piece Toilet,Hindware,White,piece,Rs.3150 - Rs.5850,"Hindware One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+One+Piece+Toilet
MAT01433,Plumbing,Sanitaryware,One Piece Toilet,Parryware,White,piece,Rs.3150 - Rs.5850,"Parryware One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+One+Piece+Toilet
MAT01434,Plumbing,Sanitaryware,One Piece Toilet,Jaquar,White,piece,Rs.3150 - Rs.5850,"Jaquar One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+One+Piece+Toilet
MAT01435,Plumbing,Sanitaryware,One Piece Toilet,Kohler,White,piece,Rs.3150 - Rs.5850,"Kohler One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+One+Piece+Toilet
MAT01436,Plumbing,Sanitaryware,One Piece Toilet,Roca,White,piece,Rs.3150 - Rs.5850,"Roca One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+One+Piece+Toilet
MAT01437,Plumbing,Sanitaryware,One Piece Toilet,Johnson Bathrooms,White,piece,Rs.3150 - Rs.5850,"Johnson Bathrooms One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Johnson+Bathrooms+One+Piece+Toilet
MAT01438,Plumbing,Sanitaryware,One Piece Toilet,Somany,White,piece,Rs.3150 - Rs.5850,"Somany One Piece Toilet, White finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Somany+One+Piece+Toilet
MAT01439,Plumbing,Sanitaryware,One Piece Toilet,Cera,Ivory,piece,Rs.3150 - Rs.5850,"Cera One Piece Toilet, Ivory finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+One+Piece+Toilet
MAT01440,Plumbing,Sanitaryware,One Piece Toilet,Hindware,Ivory,piece,Rs.3150 - Rs.5850,"Hindware One Piece Toilet, Ivory finish, ceramic/vitreous china sanitaryware for bathrooms and kitchens.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+One+Piece+Toilet
MAT01441,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Jaquar,Chrome Finish,piece,Rs.1120 - Rs.2080,"Jaquar Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Pillar+Cock
MAT01442,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Cera,Chrome Finish,piece,Rs.1120 - Rs.2080,"Cera Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Pillar+Cock
MAT01443,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Hindware,Chrome Finish,piece,Rs.1120 - Rs.2080,"Hindware Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Pillar+Cock
MAT01444,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Kohler,Chrome Finish,piece,Rs.1120 - Rs.2080,"Kohler Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Pillar+Cock
MAT01445,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Grohe,Chrome Finish,piece,Rs.1120 - Rs.2080,"Grohe Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Pillar+Cock
MAT01446,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Roca,Chrome Finish,piece,Rs.1120 - Rs.2080,"Roca Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Pillar+Cock
MAT01447,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Parryware,Chrome Finish,piece,Rs.1120 - Rs.2080,"Parryware Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Pillar+Cock
MAT01448,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Marc Faucets,Chrome Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Pillar Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Pillar+Cock
MAT01449,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Jaquar,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Jaquar Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Pillar+Cock
MAT01450,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Cera,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Cera Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Pillar+Cock
MAT01451,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Hindware,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Hindware Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Pillar+Cock
MAT01452,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Kohler,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Kohler Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Pillar+Cock
MAT01453,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Grohe,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Grohe Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Pillar+Cock
MAT01454,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Roca,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Roca Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Pillar+Cock
MAT01455,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Parryware,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Parryware Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Pillar+Cock
MAT01456,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Marc Faucets,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Pillar Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Pillar+Cock
MAT01457,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Jaquar,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Jaquar Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Pillar+Cock
MAT01458,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Cera,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Cera Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Pillar+Cock
MAT01459,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Hindware,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Hindware Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Pillar+Cock
MAT01460,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Kohler,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Kohler Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Pillar+Cock
MAT01461,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Grohe,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Grohe Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Pillar+Cock
MAT01462,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Roca,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Roca Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Pillar+Cock
MAT01463,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Parryware,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Parryware Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Pillar+Cock
MAT01464,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Marc Faucets,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Pillar Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Pillar+Cock
MAT01465,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Jaquar,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Jaquar Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Pillar+Cock
MAT01466,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Cera,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Cera Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Pillar+Cock
MAT01467,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Hindware,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Hindware Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Pillar+Cock
MAT01468,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Kohler,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Kohler Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Pillar+Cock
MAT01469,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Grohe,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Grohe Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Pillar+Cock
MAT01470,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Roca,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Roca Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Pillar+Cock
MAT01471,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Parryware,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Parryware Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Pillar+Cock
MAT01472,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Marc Faucets,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Pillar Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Pillar+Cock
MAT01473,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Jaquar,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Jaquar Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Pillar+Cock
MAT01474,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Cera,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Cera Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Pillar+Cock
MAT01475,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Hindware,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Hindware Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Pillar+Cock
MAT01476,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Kohler,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Kohler Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Pillar+Cock
MAT01477,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Grohe,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Grohe Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Pillar+Cock
MAT01478,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Roca,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Roca Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Pillar+Cock
MAT01479,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Parryware,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Parryware Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Pillar+Cock
MAT01480,Plumbing,"Taps, Faucets & Fittings",Pillar Cock,Marc Faucets,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Pillar Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Pillar+Cock
MAT01481,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Jaquar,Chrome Finish,piece,Rs.1120 - Rs.2080,"Jaquar Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Bib+Cock
MAT01482,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Cera,Chrome Finish,piece,Rs.1120 - Rs.2080,"Cera Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Bib+Cock
MAT01483,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Hindware,Chrome Finish,piece,Rs.1120 - Rs.2080,"Hindware Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Bib+Cock
MAT01484,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Kohler,Chrome Finish,piece,Rs.1120 - Rs.2080,"Kohler Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Bib+Cock
MAT01485,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Grohe,Chrome Finish,piece,Rs.1120 - Rs.2080,"Grohe Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Bib+Cock
MAT01486,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Roca,Chrome Finish,piece,Rs.1120 - Rs.2080,"Roca Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Bib+Cock
MAT01487,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Parryware,Chrome Finish,piece,Rs.1120 - Rs.2080,"Parryware Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Bib+Cock
MAT01488,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Marc Faucets,Chrome Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Bib Cock, Chrome Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Bib+Cock
MAT01489,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Jaquar,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Jaquar Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Bib+Cock
MAT01490,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Cera,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Cera Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Bib+Cock
MAT01491,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Hindware,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Hindware Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Bib+Cock
MAT01492,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Kohler,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Kohler Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Bib+Cock
MAT01493,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Grohe,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Grohe Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Bib+Cock
MAT01494,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Roca,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Roca Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Bib+Cock
MAT01495,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Parryware,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Parryware Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Bib+Cock
MAT01496,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Marc Faucets,Matte Black Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Bib Cock, Matte Black Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Bib+Cock
MAT01497,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Jaquar,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Jaquar Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Bib+Cock
MAT01498,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Cera,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Cera Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Bib+Cock
MAT01499,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Hindware,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Hindware Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Bib+Cock
MAT01500,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Kohler,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Kohler Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Bib+Cock
MAT01501,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Grohe,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Grohe Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Bib+Cock
MAT01502,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Roca,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Roca Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Bib+Cock
MAT01503,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Parryware,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Parryware Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Bib+Cock
MAT01504,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Marc Faucets,Rose Gold Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Bib Cock, Rose Gold Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Bib+Cock
MAT01505,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Jaquar,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Jaquar Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Bib+Cock
MAT01506,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Cera,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Cera Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Bib+Cock
MAT01507,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Hindware,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Hindware Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Bib+Cock
MAT01508,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Kohler,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Kohler Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Bib+Cock
MAT01509,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Grohe,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Grohe Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Bib+Cock
MAT01510,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Roca,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Roca Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Bib+Cock
MAT01511,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Parryware,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Parryware Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Bib+Cock
MAT01512,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Marc Faucets,Antique Bronze Finish,piece,Rs.1120 - Rs.2080,"Marc Faucets Bib Cock, Antique Bronze Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Marc+Faucets+Bib+Cock
MAT01513,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Jaquar,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Jaquar Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Jaquar+Bib+Cock
MAT01514,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Cera,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Cera Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Cera+Bib+Cock
MAT01515,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Hindware,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Hindware Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Hindware+Bib+Cock
MAT01516,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Kohler,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Kohler Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Kohler+Bib+Cock
MAT01517,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Grohe,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Grohe Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Grohe+Bib+Cock
MAT01518,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Roca,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Roca Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Roca+Bib+Cock
MAT01519,Plumbing,"Taps, Faucets & Fittings",Bib Cock,Parryware,Brushed Nickel Finish,piece,Rs.1120 - Rs.2080,"Parryware Bib Cock, Brushed Nickel Finish, brass/stainless steel construction for water outlets.",https://placehold.co/400x300/4A90D9/FFFFFF?text=Parryware+Bib+Cock
